;p.u.
;PV
30588;0,067291667
30589;0,039266667
30590;0,029866667
30591;0,020466667
30592;0,011066667
30593;0,001666667
30594;0,00125
30595;0,000833333
30596;0,000416667
30597;0
30598;0
30599;0
30600;0
30601;0
30602;0
30603;0
30604;0
30605;0
30606;0
30607;0
30608;0
30609;0
30610;0
30611;0
30612;0
30613;0
30614;0
30615;0
30616;0
30617;0
30618;0
30619;0
30620;0
30621;0
30622;0
30623;0
30624;0
30625;0
30626;0
30627;0
30628;0
30629;0
30630;0
30631;0
30632;0
30633;0
30634;0
30635;0
30636;0
30637;0
30638;0
30639;0
30640;0
30641;0
30642;0
30643;0
30644;0
30645;0
30646;0
30647;0
30648;0
30649;0
30650;0,001133333
30651;0,002266667
30652;0,0034
30653;0,004533333
30654;0,011783333
30655;0,019033333
30656;0,026283333
30657;0,033533333
30658;0,040983333
30659;0,048433333
30660;0,055883333
30661;0,063333333
30662;0,083458333
30663;0,103583333
30664;0,123708333
30665;0,143833333
30666;0,134758333
30667;0,125683333
30668;0,116608333
30669;0,107533333
30670;0,097108333
30671;0,086683333
30672;0,076258333
30673;0,065833333
30674;0,058833333
30675;0,051833333
30676;0,044833333
30677;0,037833333
30678;0,0395
30679;0,041166667
30680;0,042833333
30681;0,0445
30682;0,0349
30683;0,0253
30684;0,0157
30685;0,0061
30686;0,00485
30687;0,0036
30688;0,00235
30689;0,0011
30690;0,000825
30691;0,00055
30692;0,000275
30693;0
30694;0
30695;0
30696;0
30697;0
30698;0
30699;0
30700;0
30701;0
30702;0
30703;0
30704;0
30705;0
30706;0
30707;0
30708;0
30709;0
30710;0
30711;0
30712;0
30713;0
30714;0
30715;0
30716;0
30717;0
30718;0
30719;0
30720;0
30721;0
30722;0
30723;0
30724;0
30725;0
30726;0
30727;0
30728;0
30729;0
30730;0
30731;0
30732;0
30733;0
30734;0
30735;0
30736;0
30737;0
30738;0
30739;0
30740;0
30741;0
30742;0
30743;0
30744;0
30745;0
30746;0,005275
30747;0,01055
30748;0,015825
30749;0,0211
30750;0,045216667
30751;0,069333333
30752;0,09345
30753;0,117566667
30754;0,15695
30755;0,196333333
30756;0,235716667
30757;0,2751
30758;0,26955
30759;0,264
30760;0,25845
30761;0,2529
30762;0,214283333
30763;0,175666667
30764;0,13705
30765;0,098433333
30766;0,100225
30767;0,102016667
30768;0,103808333
30769;0,1056
30770;0,096858333
30771;0,088116667
30772;0,079375
30773;0,070633333
30774;0,066075
30775;0,061516667
30776;0,056958333
30777;0,0524
30778;0,043133333
30779;0,033866667
30780;0,0246
30781;0,015333333
30782;0,0115
30783;0,007666667
30784;0,003833333
30785;0
30786;0
30787;0
30788;0
30789;0
30790;0
30791;0
30792;0
30793;0
30794;0
30795;0
30796;0
30797;0
30798;0
30799;0
30800;0
30801;0
30802;0
30803;0
30804;0
30805;0
30806;0
30807;0
30808;0
30809;0
30810;0
30811;0
30812;0
30813;0
30814;0
30815;0
30816;0
30817;0
30818;0
30819;0
30820;0
30821;0
30822;0
30823;0
30824;0
30825;0
30826;0
30827;0
30828;0
30829;0
30830;0
30831;0
30832;0
30833;0
30834;0
30835;0
30836;0
30837;0
30838;0
30839;0
30840;0
30841;0
30842;0,004808333
30843;0,009616667
30844;0,014425
30845;0,019233333
30846;0,031333333
30847;0,043433333
30848;0,055533333
30849;0,067633333
30850;0,083
30851;0,098366667
30852;0,113733333
30853;0,1291
30854;0,140333333
30855;0,151566667
30856;0,1628
30857;0,174033333
30858;0,16465
30859;0,155266667
30860;0,145883333
30861;0,1365
30862;0,146333333
30863;0,156166667
30864;0,166
30865;0,175833333
30866;0,236425
30867;0,297016667
30868;0,357608333
30869;0,4182
30870;0,383016667
30871;0,347833333
30872;0,31265
30873;0,277466667
30874;0,220725
30875;0,163983333
30876;0,107241667
30877;0,0505
30878;0,039191667
30879;0,027883333
30880;0,016575
30881;0,005266667
30882;0,00395
30883;0,002633333
30884;0,001316667
30885;0
30886;0
30887;0
30888;0
30889;0
30890;0
30891;0
30892;0
30893;0
30894;0
30895;0
30896;0
30897;0
30898;0
30899;0
30900;0
30901;0
30902;0
30903;0
30904;0
30905;0
30906;0
30907;0
30908;0
30909;0
30910;0
30911;0
30912;0
30913;0
30914;0
30915;0
30916;0
30917;0
30918;0
30919;0
30920;0
30921;0
30922;0
30923;0
30924;0
30925;0
30926;0
30927;0
30928;0
30929;0
30930;0
30931;0
30932;0
30933;0
30934;0
30935;0
30936;0
30937;0
30938;0,003983333
30939;0,007966667
30940;0,01195
30941;0,015933333
30942;0,042158333
30943;0,068383333
30944;0,094608333
30945;0,120833333
30946;0,191533333
30947;0,262233333
30948;0,332933333
30949;0,403633333
30950;0,441441667
30951;0,47925
30952;0,517058333
30953;0,554866667
30954;0,563958333
30955;0,57305
30956;0,582141667
30957;0,591233333
30958;0,576175
30959;0,561116667
30960;0,546058333
30961;0,531
30962;0,512025
30963;0,49305
30964;0,474075
30965;0,4551
30966;0,410658333
30967;0,366216667
30968;0,321775
30969;0,277333333
30970;0,224316667
30971;0,1713
30972;0,118283333
30973;0,065266667
30974;0,050433333
30975;0,0356
30976;0,020766667
30977;0,005933333
30978;0,00445
30979;0,002966667
30980;0,001483333
30981;0
30982;0
30983;0
30984;0
30985;0
30986;0
30987;0
30988;0
30989;0
30990;0
30991;0
30992;0
30993;0
30994;0
30995;0
30996;0
30997;0
30998;0
30999;0
31000;0
31001;0
31002;0
31003;0
31004;0
31005;0
31006;0
31007;0
31008;0
31009;0
31010;0
31011;0
31012;0
31013;0
31014;0
31015;0
31016;0
31017;0
31018;0
31019;0
31020;0
31021;0
31022;0
31023;0
31024;0
31025;0
31026;0
31027;0
31028;0
31029;0
31030;0
31031;0
31032;0
31033;0
31034;0,002008333
31035;0,004016667
31036;0,006025
31037;0,008033333
31038;0,048116667
31039;0,0882
31040;0,128283333
31041;0,168366667
31042;0,241675
31043;0,314983333
31044;0,388291667
31045;0,4616
31046;0,4889
31047;0,5162
31048;0,5435
31049;0,5708
31050;0,5803
31051;0,5898
31052;0,5993
31053;0,6088
31054;0,605575
31055;0,60235
31056;0,599125
31057;0,5959
31058;0,576183333
31059;0,556466667
31060;0,53675
31061;0,517033333
31062;0,45895
31063;0,400866667
31064;0,342783333
31065;0,2847
31066;0,231158333
31067;0,177616667
31068;0,124075
31069;0,070533333
31070;0,05385
31071;0,037166667
31072;0,020483333
31073;0,0038
31074;0,00285
31075;0,0019
31076;0,00095
31077;0
31078;0
31079;0
31080;0
31081;0
31082;0
31083;0
31084;0
31085;0
31086;0
31087;0
31088;0
31089;0
31090;0
31091;0
31092;0
31093;0
31094;0
31095;0
31096;0
31097;0
31098;0
31099;0
31100;0
31101;0
31102;0
31103;0
31104;0
31105;0
31106;0
31107;0
31108;0
31109;0
31110;0
31111;0
31112;0
31113;0
31114;0
31115;0
31116;0
31117;0
31118;0
31119;0
31120;0
31121;0
31122;0
31123;0
31124;0
31125;0
31126;0
31127;0
31128;0
31129;0
31130;0,002608333
31131;0,005216667
31132;0,007825
31133;0,010433333
31134;0,04525
31135;0,080066667
31136;0,114883333
31137;0,1497
31138;0,2261
31139;0,3025
31140;0,3789
31141;0,4553
31142;0,4829
31143;0,5105
31144;0,5381
31145;0,5657
31146;0,574616667
31147;0,583533333
31148;0,59245
31149;0,601366667
31150;0,596408333
31151;0,59145
31152;0,586491667
31153;0,581533333
31154;0,559008333
31155;0,536483333
31156;0,513958333
31157;0,491433333
31158;0,431383333
31159;0,371333333
31160;0,311283333
31161;0,251233333
31162;0,19345
31163;0,135666667
31164;0,077883333
31165;0,0201
31166;0,015641667
31167;0,011183333
31168;0,006725
31169;0,002266667
31170;0,0017
31171;0,001133333
31172;0,000566667
31173;0
31174;0
31175;0
31176;0
31177;0
31178;0
31179;0
31180;0
31181;0
31182;0
31183;0
31184;0
31185;0
31186;0
31187;0
31188;0
31189;0
31190;0
31191;0
31192;0
31193;0
31194;0
31195;0
31196;0
31197;0
31198;0
31199;0
31200;0
31201;0
31202;0
31203;0
31204;0
31205;0
31206;0
31207;0
31208;0
31209;0
31210;0
31211;0
31212;0
31213;0
31214;0
31215;0
31216;0
31217;0
31218;0
31219;0
31220;0
31221;0
31222;0
31223;0
31224;0
31225;0
31226;0,001983333
31227;0,003966667
31228;0,00595
31229;0,007933333
31230;0,013008333
31231;0,018083333
31232;0,023158333
31233;0,028233333
31234;0,050441667
31235;0,07265
31236;0,094858333
31237;0,117066667
31238;0,106216667
31239;0,095366667
31240;0,084516667
31241;0,073666667
31242;0,072933333
31243;0,0722
31244;0,071466667
31245;0,070733333
31246;0,0576
31247;0,044466667
31248;0,031333333
31249;0,0182
31250;0,016775
31251;0,01535
31252;0,013925
31253;0,0125
31254;0,02435
31255;0,0362
31256;0,04805
31257;0,0599
31258;0,057191667
31259;0,054483333
31260;0,051775
31261;0,049066667
31262;0,037825
31263;0,026583333
31264;0,015341667
31265;0,0041
31266;0,003075
31267;0,00205
31268;0,001025
31269;0
31270;0
31271;0
31272;0
31273;0
31274;0
31275;0
31276;0
31277;0
31278;0
31279;0
31280;0
31281;0
31282;0
31283;0
31284;0
31285;0
31286;0
31287;0
31288;0
31289;0
31290;0
31291;0
31292;0
31293;0
31294;0
31295;0
31296;0
31297;0
31298;0
31299;0
31300;0
31301;0
31302;0
31303;0
31304;0
31305;0
31306;0
31307;0
31308;0
31309;0
31310;0
31311;0
31312;0
31313;0
31314;0
31315;0
31316;0
31317;0
31318;0
31319;0
31320;0
31321;0
31322;0,002316667
31323;0,004633333
31324;0,00695
31325;0,009266667
31326;0,036891667
31327;0,064516667
31328;0,092141667
31329;0,119766667
31330;0,13815
31331;0,156533333
31332;0,174916667
31333;0,1933
31334;0,200525
31335;0,20775
31336;0,214975
31337;0,2222
31338;0,275333333
31339;0,328466667
31340;0,3816
31341;0,434733333
31342;0,449191667
31343;0,46365
31344;0,478108333
31345;0,492566667
31346;0,490216667
31347;0,487866667
31348;0,485516667
31349;0,483166667
31350;0,416341667
31351;0,349516667
31352;0,282691667
31353;0,215866667
31354;0,176766667
31355;0,137666667
31356;0,098566667
31357;0,059466667
31358;0,04605
31359;0,032633333
31360;0,019216667
31361;0,0058
31362;0,00435
31363;0,0029
31364;0,00145
31365;0
31366;0
31367;0
31368;0
31369;0
31370;0
31371;0
31372;0
31373;0
31374;0
31375;0
31376;0
31377;0
31378;0
31379;0
31380;0
31381;0
31382;0
31383;0
31384;0
31385;0
31386;0
31387;0
31388;0
31389;0
31390;0
31391;0
31392;0
31393;0
31394;0
31395;0
31396;0
31397;0
31398;0
31399;0
31400;0
31401;0
31402;0
31403;0
31404;0
31405;0
31406;0
31407;0
31408;0
31409;0
31410;0
31411;0
31412;0
31413;0
31414;0
31415;0
31416;0
31417;0
31418;0,00345
31419;0,0069
31420;0,01035
31421;0,0138
31422;0,034508333
31423;0,055216667
31424;0,075925
31425;0,096633333
31426;0,177516667
31427;0,2584
31428;0,339283333
31429;0,420166667
31430;0,45425
31431;0,488333333
31432;0,522416667
31433;0,5565
31434;0,565366667
31435;0,574233333
31436;0,5831
31437;0,591966667
31438;0,587825
31439;0,583683333
31440;0,579541667
31441;0,5754
31442;0,552358333
31443;0,529316667
31444;0,506275
31445;0,483233333
31446;0,416191667
31447;0,34915
31448;0,282108333
31449;0,215066667
31450;0,173208333
31451;0,13135
31452;0,089491667
31453;0,047633333
31454;0,036766667
31455;0,0259
31456;0,015033333
31457;0,004166667
31458;0,003125
31459;0,002083333
31460;0,001041667
31461;0
31462;0
31463;0
31464;0
31465;0
31466;0
31467;0
31468;0
31469;0
31470;0
31471;0
31472;0
31473;0
31474;0
31475;0
31476;0
31477;0
31478;0
31479;0
31480;0
31481;0
31482;0
31483;0
31484;0
31485;0
31486;0
31487;0
31488;0
31489;0
31490;0
31491;0
31492;0
31493;0
31494;0
31495;0
31496;0
31497;0
31498;0
31499;0
31500;0
31501;0
31502;0
31503;0
31504;0
31505;0
31506;0
31507;0
31508;0
31509;0
31510;0
31511;0
31512;0
31513;0
31514;0
31515;0
31516;0
31517;0
31518;0,011758333
31519;0,023516667
31520;0,035275
31521;0,047033333
31522;0,085983333
31523;0,124933333
31524;0,163883333
31525;0,202833333
31526;0,170466667
31527;0,1381
31528;0,105733333
31529;0,073366667
31530;0,068833333
31531;0,0643
31532;0,059766667
31533;0,055233333
31534;0,057833333
31535;0,060433333
31536;0,063033333
31537;0,065633333
31538;0,068516667
31539;0,0714
31540;0,074283333
31541;0,077166667
31542;0,075258333
31543;0,07335
31544;0,071441667
31545;0,069533333
31546;0,05595
31547;0,042366667
31548;0,028783333
31549;0,0152
31550;0,011708333
31551;0,008216667
31552;0,004725
31553;0,001233333
31554;0,000925
31555;0,000616667
31556;0,000308333
31557;0
31558;0
31559;0
31560;0
31561;0
31562;0
31563;0
31564;0
31565;0
31566;0
31567;0
31568;0
31569;0
31570;0
31571;0
31572;0
31573;0
31574;0
31575;0
31576;0
31577;0
31578;0
31579;0
31580;0
31581;0
31582;0
31583;0
31584;0
31585;0
31586;0
31587;0
31588;0
31589;0
31590;0
31591;0
31592;0
31593;0
31594;0
31595;0
31596;0
31597;0
31598;0
31599;0
31600;0
31601;0
31602;0
31603;0
31604;0
31605;0
31606;0
31607;0
31608;0
31609;0
31610;0
31611;0
31612;0
31613;0
31614;0,006025
31615;0,01205
31616;0,018075
31617;0,0241
31618;0,043625
31619;0,06315
31620;0,082675
31621;0,1022
31622;0,093958333
31623;0,085716667
31624;0,077475
31625;0,069233333
31626;0,094283333
31627;0,119333333
31628;0,144383333
31629;0,169433333
31630;0,201608333
31631;0,233783333
31632;0,265958333
31633;0,298133333
31634;0,343
31635;0,387866667
31636;0,432733333
31637;0,4776
31638;0,403541667
31639;0,329483333
31640;0,255425
31641;0,181366667
31642;0,142783333
31643;0,1042
31644;0,065616667
31645;0,027033333
31646;0,020275
31647;0,013516667
31648;0,006758333
31649;0
31650;0
31651;0
31652;0
31653;0
31654;0
31655;0
31656;0
31657;0
31658;0
31659;0
31660;0
31661;0
31662;0
31663;0
31664;0
31665;0
31666;0
31667;0
31668;0
31669;0
31670;0
31671;0
31672;0
31673;0
31674;0
31675;0
31676;0
31677;0
31678;0
31679;0
31680;0
31681;0
31682;0
31683;0
31684;0
31685;0
31686;0
31687;0
31688;0
31689;0
31690;0
31691;0
31692;0
31693;0
31694;0
31695;0
31696;0
31697;0
31698;0
31699;0
31700;0
31701;0
31702;0
31703;0
31704;0
31705;0
31706;0,001641667
31707;0,003283333
31708;0,004925
31709;0,006566667
31710;0,025808333
31711;0,04505
31712;0,064291667
31713;0,083533333
31714;0,122116667
31715;0,1607
31716;0,199283333
31717;0,237866667
31718;0,205483333
31719;0,1731
31720;0,140716667
31721;0,108333333
31722;0,119725
31723;0,131116667
31724;0,142508333
31725;0,1539
31726;0,14345
31727;0,133
31728;0,12255
31729;0,1121
31730;0,096616667
31731;0,081133333
31732;0,06565
31733;0,050166667
31734;0,049616667
31735;0,049066667
31736;0,048516667
31737;0,047966667
31738;0,041558333
31739;0,03515
31740;0,028741667
31741;0,022333333
31742;0,01675
31743;0,011166667
31744;0,005583333
31745;0
31746;0
31747;0
31748;0
31749;0
31750;0
31751;0
31752;0
31753;0
31754;0
31755;0
31756;0
31757;0
31758;0
31759;0
31760;0
31761;0
31762;0
31763;0
31764;0
31765;0
31766;0
31767;0
31768;0
31769;0
31770;0
31771;0
31772;0
31773;0
31774;0
31775;0
31776;0
31777;0
31778;0
31779;0
31780;0
31781;0
31782;0
31783;0
31784;0
31785;0
31786;0
31787;0
31788;0
31789;0
31790;0
31791;0
31792;0
31793;0
31794;0
31795;0
31796;0
31797;0
31798;0
31799;0
31800;0
31801;0
31802;0,001633333
31803;0,003266667
31804;0,0049
31805;0,006533333
31806;0,010391667
31807;0,01425
31808;0,018108333
31809;0,021966667
31810;0,030316667
31811;0,038666667
31812;0,047016667
31813;0,055366667
31814;0,074833333
31815;0,0943
31816;0,113766667
31817;0,133233333
31818;0,136833333
31819;0,140433333
31820;0,144033333
31821;0,147633333
31822;0,13505
31823;0,122466667
31824;0,109883333
31825;0,0973
31826;0,0794
31827;0,0615
31828;0,0436
31829;0,0257
31830;0,021683333
31831;0,017666667
31832;0,01365
31833;0,009633333
31834;0,008066667
31835;0,0065
31836;0,004933333
31837;0,003366667
31838;0,002525
31839;0,001683333
31840;0,000841667
31841;0
31842;0
31843;0
31844;0
31845;0
31846;0
31847;0
31848;0
31849;0
31850;0
31851;0
31852;0
31853;0
31854;0
31855;0
31856;0
31857;0
31858;0
31859;0
31860;0
31861;0
31862;0
31863;0
31864;0
31865;0
31866;0
31867;0
31868;0
31869;0
31870;0
31871;0
31872;0
31873;0
31874;0
31875;0
31876;0
31877;0
31878;0
31879;0
31880;0
31881;0
31882;0
31883;0
31884;0
31885;0
31886;0
31887;0
31888;0
31889;0
31890;0
31891;0
31892;0
31893;0
31894;0
31895;0
31896;0
31897;0
31898;0,000891667
31899;0,001783333
31900;0,002675
31901;0,003566667
31902;0,007683333
31903;0,0118
31904;0,015916667
31905;0,020033333
31906;0,029533333
31907;0,039033333
31908;0,048533333
31909;0,058033333
31910;0,053383333
31911;0,048733333
31912;0,044083333
31913;0,039433333
31914;0,031766667
31915;0,0241
31916;0,016433333
31917;0,008766667
31918;0,008383333
31919;0,008
31920;0,007616667
31921;0,007233333
31922;0,005425
31923;0,003616667
31924;0,001808333
31925;0
31926;0,000633333
31927;0,001266667
31928;0,0019
31929;0,002533333
31930;0,002833333
31931;0,003133333
31932;0,003433333
31933;0,003733333
31934;0,0028
31935;0,001866667
31936;0,000933333
31937;0
31938;0
31939;0
31940;0
31941;0
31942;0
31943;0
31944;0
31945;0
31946;0
31947;0
31948;0
31949;0
31950;0
31951;0
31952;0
31953;0
31954;0
31955;0
31956;0
31957;0
31958;0
31959;0
31960;0
31961;0
31962;0
31963;0
31964;0
31965;0
31966;0
31967;0
31968;0
31969;0
31970;0
31971;0
31972;0
31973;0
31974;0
31975;0
31976;0
31977;0
31978;0
31979;0
31980;0
31981;0
31982;0
31983;0
31984;0
31985;0
31986;0
31987;0
31988;0
31989;0
31990;0
31991;0
31992;0
31993;0
31994;0,002108333
31995;0,004216667
31996;0,006325
31997;0,008433333
31998;0,021616667
31999;0,0348
32000;0,047983333
32001;0,061166667
32002;0,145891667
32003;0,230616667
32004;0,315341667
32005;0,400066667
32006;0,447208333
32007;0,49435
32008;0,541491667
32009;0,588633333
32010;0,60415
32011;0,619666667
32012;0,635183333
32013;0,6507
32014;0,644425
32015;0,63815
32016;0,631875
32017;0,6256
32018;0,597141667
32019;0,568683333
32020;0,540225
32021;0,511766667
32022;0,433666667
32023;0,355566667
32024;0,277466667
32025;0,199366667
32026;0,162016667
32027;0,124666667
32028;0,087316667
32029;0,049966667
32030;0,037958333
32031;0,02595
32032;0,013941667
32033;0,001933333
32034;0,00145
32035;0,000966667
32036;0,000483333
32037;0
32038;0
32039;0
32040;0
32041;0
32042;0
32043;0
32044;0
32045;0
32046;0
32047;0
32048;0
32049;0
32050;0
32051;0
32052;0
32053;0
32054;0
32055;0
32056;0
32057;0
32058;0
32059;0
32060;0
32061;0
32062;0
32063;0
32064;0
32065;0
32066;0
32067;0
32068;0
32069;0
32070;0
32071;0
32072;0
32073;0
32074;0
32075;0
32076;0
32077;0
32078;0
32079;0
32080;0
32081;0
32082;0
32083;0
32084;0
32085;0
32086;0
32087;0
32088;0
32089;0
32090;0,002325
32091;0,00465
32092;0,006975
32093;0,0093
32094;0,021783333
32095;0,034266667
32096;0,04675
32097;0,059233333
32098;0,082258333
32099;0,105283333
32100;0,128308333
32101;0,151333333
32102;0,241808333
32103;0,332283333
32104;0,422758333
32105;0,513233333
32106;0,440541667
32107;0,36785
32108;0,295158333
32109;0,222466667
32110;0,209883333
32111;0,1973
32112;0,184716667
32113;0,172133333
32114;0,201366667
32115;0,2306
32116;0,259833333
32117;0,289066667
32118;0,241833333
32119;0,1946
32120;0,147366667
32121;0,100133333
32122;0,0839
32123;0,067666667
32124;0,051433333
32125;0,0352
32126;0,026966667
32127;0,018733333
32128;0,0105
32129;0,002266667
32130;0,0017
32131;0,001133333
32132;0,000566667
32133;0
32134;0
32135;0
32136;0
32137;0
32138;0
32139;0
32140;0
32141;0
32142;0
32143;0
32144;0
32145;0
32146;0
32147;0
32148;0
32149;0
32150;0
32151;0
32152;0
32153;0
32154;0
32155;0
32156;0
32157;0
32158;0
32159;0
32160;0
32161;0
32162;0
32163;0
32164;0
32165;0
32166;0
32167;0
32168;0
32169;0
32170;0
32171;0
32172;0
32173;0
32174;0
32175;0
32176;0
32177;0
32178;0
32179;0
32180;0
32181;0
32182;0
32183;0
32184;0
32185;0
32186;0,001033333
32187;0,002066667
32188;0,0031
32189;0,004133333
32190;0,007191667
32191;0,01025
32192;0,013308333
32193;0,016366667
32194;0,028175
32195;0,039983333
32196;0,051791667
32197;0,0636
32198;0,075158333
32199;0,086716667
32200;0,098275
32201;0,109833333
32202;0,101025
32203;0,092216667
32204;0,083408333
32205;0,0746
32206;0,077041667
32207;0,079483333
32208;0,081925
32209;0,084366667
32210;0,072766667
32211;0,061166667
32212;0,049566667
32213;0,037966667
32214;0,030566667
32215;0,023166667
32216;0,015766667
32217;0,008366667
32218;0,006275
32219;0,004183333
32220;0,002091667
32221;0
32222;0
32223;0
32224;0
32225;0
32226;0
32227;0
32228;0
32229;0
32230;0
32231;0
32232;0
32233;0
32234;0
32235;0
32236;0
32237;0
32238;0
32239;0
32240;0
32241;0
32242;0
32243;0
32244;0
32245;0
32246;0
32247;0
32248;0
32249;0
32250;0
32251;0
32252;0
32253;0
32254;0
32255;0
32256;0
32257;0
32258;0
32259;0
32260;0
32261;0
32262;0
32263;0
32264;0
32265;0
32266;0
32267;0
32268;0
32269;0
32270;0
32271;0
32272;0
32273;0
32274;0
32275;0
32276;0
32277;0
32278;0
32279;0
32280;0
32281;0
32282;0,00015
32283;0,0003
32284;0,00045
32285;0,0006
32286;0,006533333
32287;0,012466667
32288;0,0184
32289;0,024333333
32290;0,037916667
32291;0,0515
32292;0,065083333
32293;0,078666667
32294;0,105933333
32295;0,1332
32296;0,160466667
32297;0,187733333
32298;0,174891667
32299;0,16205
32300;0,149208333
32301;0,136366667
32302;0,129808333
32303;0,12325
32304;0,116691667
32305;0,110133333
32306;0,1125
32307;0,114866667
32308;0,117233333
32309;0,1196
32310;0,112466667
32311;0,105333333
32312;0,0982
32313;0,091066667
32314;0,076375
32315;0,061683333
32316;0,046991667
32317;0,0323
32318;0,024875
32319;0,01745
32320;0,010025
32321;0,0026
32322;0,00195
32323;0,0013
32324;0,00065
32325;0
32326;0
32327;0
32328;0
32329;0
32330;0
32331;0
32332;0
32333;0
32334;0
32335;0
32336;0
32337;0
32338;0
32339;0
32340;0
32341;0
32342;0
32343;0
32344;0
32345;0
32346;0
32347;0
32348;0
32349;0
32350;0
32351;0
32352;0
32353;0
32354;0
32355;0
32356;0
32357;0
32358;0
32359;0
32360;0
32361;0
32362;0
32363;0
32364;0
32365;0
32366;0
32367;0
32368;0
32369;0
32370;0
32371;0
32372;0
32373;0
32374;0
32375;0
32376;0
32377;0
32378;0,001333333
32379;0,002666667
32380;0,004
32381;0,005333333
32382;0,012966667
32383;0,0206
32384;0,028233333
32385;0,035866667
32386;0,101625
32387;0,167383333
32388;0,233141667
32389;0,2989
32390;0,362366667
32391;0,425833333
32392;0,4893
32393;0,552766667
32394;0,566166667
32395;0,579566667
32396;0,592966667
32397;0,606366667
32398;0,600341667
32399;0,594316667
32400;0,588291667
32401;0,582266667
32402;0,545558333
32403;0,50885
32404;0,472141667
32405;0,435433333
32406;0,363933333
32407;0,292433333
32408;0,220933333
32409;0,149433333
32410;0,130641667
32411;0,11185
32412;0,093058333
32413;0,074266667
32414;0,0583
32415;0,042333333
32416;0,026366667
32417;0,0104
32418;0,0078
32419;0,0052
32420;0,0026
32421;0
32422;0
32423;0
32424;0
32425;0
32426;0
32427;0
32428;0
32429;0
32430;0
32431;0
32432;0
32433;0
32434;0
32435;0
32436;0
32437;0
32438;0
32439;0
32440;0
32441;0
32442;0
32443;0
32444;0
32445;0
32446;0
32447;0
32448;0
32449;0
32450;0
32451;0
32452;0
32453;0
32454;0
32455;0
32456;0
32457;0
32458;0
32459;0
32460;0
32461;0
32462;0
32463;0
32464;0
32465;0
32466;0
32467;0
32468;0
32469;0
32470;0
32471;0
32472;0
32473;0
32474;6,67E-05
32475;0,000133333
32476;0,0002
32477;0,000266667
32478;0,002175
32479;0,004083333
32480;0,005991667
32481;0,0079
32482;0,007691667
32483;0,007483333
32484;0,007275
32485;0,007066667
32486;0,01715
32487;0,027233333
32488;0,037316667
32489;0,0474
32490;0,082858333
32491;0,118316667
32492;0,153775
32493;0,189233333
32494;0,273383333
32495;0,357533333
32496;0,441683333
32497;0,525833333
32498;0,427675
32499;0,329516667
32500;0,231358333
32501;0,1332
32502;0,114808333
32503;0,096416667
32504;0,078025
32505;0,059633333
32506;0,046008333
32507;0,032383333
32508;0,018758333
32509;0,005133333
32510;0,004033333
32511;0,002933333
32512;0,001833333
32513;0,000733333
32514;0,00055
32515;0,000366667
32516;0,000183333
32517;0
32518;0
32519;0
32520;0
32521;0
32522;0
32523;0
32524;0
32525;0
32526;0
32527;0
32528;0
32529;0
32530;0
32531;0
32532;0
32533;0
32534;0
32535;0
32536;0
32537;0
32538;0
32539;0
32540;0
32541;0
32542;0
32543;0
32544;0
32545;0
32546;0
32547;0
32548;0
32549;0
32550;0
32551;0
32552;0
32553;0
32554;0
32555;0
32556;0
32557;0
32558;0
32559;0
32560;0
32561;0
32562;0
32563;0
32564;0
32565;0
32566;0
32567;0
32568;0
32569;0
32570;0,002208333
32571;0,004416667
32572;0,006625
32573;0,008833333
32574;0,021716667
32575;0,0346
32576;0,047483333
32577;0,060366667
32578;0,113133333
32579;0,1659
32580;0,218666667
32581;0,271433333
32582;0,343058333
32583;0,414683333
32584;0,486308333
32585;0,557933333
32586;0,571441667
32587;0,58495
32588;0,598458333
32589;0,611966667
32590;0,601566667
32591;0,591166667
32592;0,580766667
32593;0,570366667
32594;0,5208
32595;0,471233333
32596;0,421666667
32597;0,3721
32598;0,299008333
32599;0,225916667
32600;0,152825
32601;0,079733333
32602;0,069633333
32603;0,059533333
32604;0,049433333
32605;0,039333333
32606;0,030675
32607;0,022016667
32608;0,013358333
32609;0,0047
32610;0,003525
32611;0,00235
32612;0,001175
32613;0
32614;0
32615;0
32616;0
32617;0
32618;0
32619;0
32620;0
32621;0
32622;0
32623;0
32624;0
32625;0
32626;0
32627;0
32628;0
32629;0
32630;0
32631;0
32632;0
32633;0
32634;0
32635;0
32636;0
32637;0
32638;0
32639;0
32640;0
32641;0
32642;0
32643;0
32644;0
32645;0
32646;0
32647;0
32648;0
32649;0
32650;0
32651;0
32652;0
32653;0
32654;0
32655;0
32656;0
32657;0
32658;0
32659;0
32660;0
32661;0
32662;0
32663;0
32664;0
32665;0
32666;0,00145
32667;0,0029
32668;0,00435
32669;0,0058
32670;0,011741667
32671;0,017683333
32672;0,023625
32673;0,029566667
32674;0,0918
32675;0,154033333
32676;0,216266667
32677;0,2785
32678;0,345858333
32679;0,413216667
32680;0,480575
32681;0,547933333
32682;0,574058333
32683;0,600183333
32684;0,626308333
32685;0,652433333
32686;0,627191667
32687;0,60195
32688;0,576708333
32689;0,551466667
32690;0,4404
32691;0,329333333
32692;0,218266667
32693;0,1072
32694;0,1048
32695;0,1024
32696;0,1
32697;0,0976
32698;0,090983333
32699;0,084366667
32700;0,07775
32701;0,071133333
32702;0,055066667
32703;0,039
32704;0,022933333
32705;0,006866667
32706;0,00515
32707;0,003433333
32708;0,001716667
32709;0
32710;0
32711;0
32712;0
32713;0
32714;0
32715;0
