;p.u.
;PV
4440;0
4441;0
4442;0,006758333
4443;0,013516667
4444;0,020275
4445;0,027033333
4446;0,057875
4447;0,088716667
4448;0,119558333
4449;0,1504
4450;0,180741667
4451;0,211083333
4452;0,241425
4453;0,271766667
4454;0,3359
4455;0,400033333
4456;0,464166667
4457;0,5283
4458;0,469975
4459;0,41165
4460;0,353325
4461;0,295
4462;0,334958333
4463;0,374916667
4464;0,414875
4465;0,454833333
4466;0,476966667
4467;0,4991
4468;0,521233333
4469;0,543366667
4470;0,548783333
4471;0,5542
4472;0,559616667
4473;0,565033333
4474;0,51145
4475;0,457866667
4476;0,404283333
4477;0,3507
4478;0,29145
4479;0,2322
4480;0,17295
4481;0,1137
4482;0,087133333
4483;0,060566667
4484;0,034
4485;0,007433333
4486;0,005575
4487;0,003716667
4488;0,001858333
4489;0
4490;0
4491;0
4492;0
4493;0
4494;0
4495;0
4496;0
4497;0
4498;0
4499;0
4500;0
4501;0
4502;0
4503;0
4504;0
4505;0
4506;0
4507;0
4508;0
4509;0
4510;0
4511;0
4512;0
4513;0
4514;0
4515;0
4516;0
4517;0
4518;0
4519;0
4520;0
4521;0
4522;0
4523;0
4524;0
4525;0
4526;0
4527;0
4528;0
4529;0
4530;0
4531;0
4532;0
4533;0
4534;0
4535;0
4536;0
4537;0
4538;0,001266667
4539;0,002533333
4540;0,0038
4541;0,005066667
4542;0,0109
4543;0,016733333
4544;0,022566667
4545;0,0284
4546;0,039416667
4547;0,050433333
4548;0,06145
4549;0,072466667
4550;0,083283333
4551;0,0941
4552;0,104916667
4553;0,115733333
4554;0,113591667
4555;0,11145
4556;0,109308333
4557;0,107166667
4558;0,101666667
4559;0,096166667
4560;0,090666667
4561;0,085166667
4562;0,086808333
4563;0,08845
4564;0,090091667
4565;0,091733333
4566;0,084391667
4567;0,07705
4568;0,069708333
4569;0,062366667
4570;0,053
4571;0,043633333
4572;0,034266667
4573;0,0249
4574;0,021958333
4575;0,019016667
4576;0,016075
4577;0,013133333
4578;0,011366667
4579;0,0096
4580;0,007833333
4581;0,006066667
4582;0,00455
4583;0,003033333
4584;0,001516667
4585;0
4586;0
4587;0
4588;0
4589;0
4590;0
4591;0
4592;0
4593;0
4594;0
4595;0
4596;0
4597;0
4598;0
4599;0
4600;0
4601;0
4602;0
4603;0
4604;0
4605;0
4606;0
4607;0
4608;0
4609;0
4610;0
4611;0
4612;0
4613;0
4614;0
4615;0
4616;0
4617;0
4618;0
4619;0
4620;0
4621;0
4622;0
4623;0
4624;0
4625;0
4626;0
4627;0
4628;0
4629;0
4630;0
4631;0
4632;0
4633;0
4634;0,004416667
4635;0,008833333
4636;0,01325
4637;0,017666667
4638;0,078783333
4639;0,1399
4640;0,201016667
4641;0,262133333
4642;0,327441667
4643;0,39275
4644;0,458058333
4645;0,523366667
4646;0,553025
4647;0,582683333
4648;0,612341667
4649;0,642
4650;0,662725
4651;0,68345
4652;0,704175
4653;0,7249
4654;0,7252
4655;0,7255
4656;0,7258
4657;0,7261
4658;0,68175
4659;0,6374
4660;0,59305
4661;0,5487
4662;0,517758333
4663;0,486816667
4664;0,455875
4665;0,424933333
4666;0,379333333
4667;0,333733333
4668;0,288133333
4669;0,242533333
4670;0,21495
4671;0,187366667
4672;0,159783333
4673;0,1322
4674;0,101983333
4675;0,071766667
4676;0,04155
4677;0,011333333
4678;0,0085
4679;0,005666667
4680;0,002833333
4681;0
4682;0
4683;0
4684;0
4685;0
4686;0
4687;0
4688;0
4689;0
4690;0
4691;0
4692;0
4693;0
4694;0
4695;0
4696;0
4697;0
4698;0
4699;0
4700;0
4701;0
4702;0
4703;0
4704;0
4705;0
4706;0
4707;0
4708;0
4709;0
4710;0
4711;0
4712;0
4713;0
4714;0
4715;0
4716;0
4717;0
4718;0
4719;0
4720;0
4721;0
4722;0
4723;0
4724;0
4725;0
4726;0
4727;0
4728;0
4729;0
4730;0,001125
4731;0,00225
4732;0,003375
4733;0,0045
4734;0,007591667
4735;0,010683333
4736;0,013775
4737;0,016866667
4738;0,02015
4739;0,023433333
4740;0,026716667
4741;0,03
4742;0,0365
4743;0,043
4744;0,0495
4745;0,056
4746;0,056291667
4747;0,056583333
4748;0,056875
4749;0,057166667
4750;0,079683333
4751;0,1022
4752;0,124716667
4753;0,147233333
4754;0,168675
4755;0,190116667
4756;0,211558333
4757;0,233
4758;0,228225
4759;0,22345
4760;0,218675
4761;0,2139
4762;0,197483333
4763;0,181066667
4764;0,16465
4765;0,148233333
4766;0,12625
4767;0,104266667
4768;0,082283333
4769;0,0603
4770;0,048233333
4771;0,036166667
4772;0,0241
4773;0,012033333
4774;0,009025
4775;0,006016667
4776;0,003008333
4777;0
4778;0
4779;0
4780;0
4781;0
4782;0
4783;0
4784;0
4785;0
4786;0
4787;0
4788;0
4789;0
4790;0
4791;0
4792;0
4793;0
4794;0
4795;0
4796;0
4797;0
4798;0
4799;0
4800;0
4801;0
4802;0
4803;0
4804;0
4805;0
4806;0
4807;0
4808;0
4809;0
4810;0
4811;0
4812;0
4813;0
4814;0
4815;0
4816;0
4817;0
4818;0
4819;0
4820;0
4821;0
4822;0
4823;0
4824;0
4825;0
4826;0,003166667
4827;0,006333333
4828;0,0095
4829;0,012666667
4830;0,034208333
4831;0,05575
4832;0,077291667
4833;0,098833333
4834;0,110075
4835;0,121316667
4836;0,132558333
4837;0,1438
4838;0,144508333
4839;0,145216667
4840;0,145925
4841;0,146633333
4842;0,150425
4843;0,154216667
4844;0,158008333
4845;0,1618
4846;0,159983333
4847;0,158166667
4848;0,15635
4849;0,154533333
4850;0,158025
4851;0,161516667
4852;0,165008333
4853;0,1685
4854;0,163025
4855;0,15755
4856;0,152075
4857;0,1466
4858;0,13835
4859;0,1301
4860;0,12185
4861;0,1136
4862;0,089216667
4863;0,064833333
4864;0,04045
4865;0,016066667
4866;0,012466667
4867;0,008866667
4868;0,005266667
4869;0,001666667
4870;0,00125
4871;0,000833333
4872;0,000416667
4873;0
4874;0
4875;0
4876;0
4877;0
4878;0
4879;0
4880;0
4881;0
4882;0
4883;0
4884;0
4885;0
4886;0
4887;0
4888;0
4889;0
4890;0
4891;0
4892;0
4893;0
4894;0
4895;0
4896;0
4897;0
4898;0
4899;0
4900;0
4901;0
4902;0
4903;0
4904;0
4905;0
4906;0
4907;0
4908;0
4909;0
4910;0
4911;0
4912;0
4913;0
4914;0
4915;0
4916;0
4917;0
4918;0
4919;0
4920;0
4921;0
4922;0,004866667
4923;0,009733333
4924;0,0146
4925;0,019466667
4926;0,07365
4927;0,127833333
4928;0,182016667
4929;0,2362
4930;0,306683333
4931;0,377166667
4932;0,44765
4933;0,518133333
4934;0,550591667
4935;0,58305
4936;0,615508333
4937;0,647966667
4938;0,666166667
4939;0,684366667
4940;0,702566667
4941;0,720766667
4942;0,724491667
4943;0,728216667
4944;0,731941667
4945;0,735666667
4946;0,7251
4947;0,714533333
4948;0,703966667
4949;0,6934
4950;0,666083333
4951;0,638766667
4952;0,61145
4953;0,584133333
4954;0,544508333
4955;0,504883333
4956;0,465258333
4957;0,425633333
4958;0,35745
4959;0,289266667
4960;0,221083333
4961;0,1529
4962;0,117041667
4963;0,081183333
4964;0,045325
4965;0,009466667
4966;0,0071
4967;0,004733333
4968;0,002366667
4969;0
4970;0
4971;0
4972;0
4973;0
4974;0
4975;0
4976;0
4977;0
4978;0
4979;0
4980;0
4981;0
4982;0
4983;0
4984;0
4985;0
4986;0
4987;0
4988;0
4989;0
4990;0
4991;0
4992;0
4993;0
4994;0
4995;0
4996;0
4997;0
4998;0
4999;0
5000;0
5001;0
5002;0
5003;0
5004;0
5005;0
5006;0
5007;0
5008;0
5009;0
5010;0
5011;0
5012;0
5013;0
5014;0,000183333
5015;0,000366667
5016;0,00055
5017;0,000733333
5018;0,00535
5019;0,009966667
5020;0,014583333
5021;0,0192
5022;0,085025
5023;0,15085
5024;0,216675
5025;0,2825
5026;0,342425
5027;0,40235
5028;0,462275
5029;0,5222
5030;0,555808333
5031;0,589416667
5032;0,623025
5033;0,656633333
5034;0,674991667
5035;0,69335
5036;0,711708333
5037;0,730066667
5038;0,734408333
5039;0,73875
5040;0,743091667
5041;0,747433333
5042;0,736333333
5043;0,725233333
5044;0,714133333
5045;0,703033333
5046;0,67655
5047;0,650066667
5048;0,623583333
5049;0,5971
5050;0,5569
5051;0,5167
5052;0,4765
5053;0,4363
5054;0,367558333
5055;0,298816667
5056;0,230075
5057;0,161333333
5058;0,12325
5059;0,085166667
5060;0,047083333
5061;0,009
5062;0,00675
5063;0,0045
5064;0,00225
5065;0
5066;0
5067;0
5068;0
5069;0
5070;0
5071;0
5072;0
5073;0
5074;0
5075;0
5076;0
5077;0
5078;0
5079;0
5080;0
5081;0
5082;0
5083;0
5084;0
5085;0
5086;0
5087;0
5088;0
5089;0
5090;0
5091;0
5092;0
5093;0
5094;0
5095;0
5096;0
5097;0
5098;0
5099;0
5100;0
5101;0
5102;0
5103;0
5104;0
5105;0
5106;0
5107;0
5108;0
5109;0
5110;0,000625
5111;0,00125
5112;0,001875
5113;0,0025
5114;0,013141667
5115;0,023783333
5116;0,034425
5117;0,045066667
5118;0,098091667
5119;0,151116667
5120;0,204141667
5121;0,257166667
5122;0,30895
5123;0,360733333
5124;0,412516667
5125;0,4643
5126;0,503208333
5127;0,542116667
5128;0,581025
5129;0,619933333
5130;0,639591667
5131;0,65925
5132;0,678908333
5133;0,698566667
5134;0,701108333
5135;0,70365
5136;0,706191667
5137;0,708733333
5138;0,698408333
5139;0,688083333
5140;0,677758333
5141;0,667433333
5142;0,642141667
5143;0,61685
5144;0,591558333
5145;0,566266667
5146;0,51825
5147;0,470233333
5148;0,422216667
5149;0,3742
5150;0,31545
5151;0,2567
5152;0,19795
5153;0,1392
5154;0,108383333
5155;0,077566667
5156;0,04675
5157;0,015933333
5158;0,01195
5159;0,007966667
5160;0,003983333
5161;0
5162;0
5163;0
5164;0
5165;0
5166;0
5167;0
5168;0
5169;0
5170;0
5171;0
5172;0
5173;0
5174;0
5175;0
5176;0
5177;0
5178;0
5179;0
5180;0
5181;0
5182;0
5183;0
5184;0
5185;0
5186;0
5187;0
5188;0
5189;0
5190;0
5191;0
5192;0
5193;0
5194;0
5195;0
5196;0
5197;0
5198;0
5199;0
5200;0
5201;0
5202;0
5203;0
5204;0
5205;0
5206;0,00045
5207;0,0009
5208;0,00135
5209;0,0018
5210;0,008258333
5211;0,014716667
5212;0,021175
5213;0,027633333
5214;0,097683333
5215;0,167733333
5216;0,237783333
5217;0,307833333
5218;0,366216667
5219;0,4246
5220;0,482983333
5221;0,541366667
5222;0,573016667
5223;0,604666667
5224;0,636316667
5225;0,667966667
5226;0,682708333
5227;0,69745
5228;0,712191667
5229;0,726933333
5230;0,724933333
5231;0,722933333
5232;0,720933333
5233;0,718933333
5234;0,705733333
5235;0,692533333
5236;0,679333333
5237;0,666133333
5238;0,633925
5239;0,601716667
5240;0,569508333
5241;0,5373
5242;0,49395
5243;0,4506
5244;0,40725
5245;0,3639
5246;0,307966667
5247;0,252033333
5248;0,1961
5249;0,140166667
5250;0,109391667
5251;0,078616667
5252;0,047841667
5253;0,017066667
5254;0,0128
5255;0,008533333
5256;0,004266667
5257;0
5258;0
5259;0
5260;0
5261;0
5262;0
5263;0
5264;0
5265;0
5266;0
5267;0
5268;0
5269;0
5270;0
5271;0
5272;0
5273;0
5274;0
5275;0
5276;0
5277;0
5278;0
5279;0
5280;0
5281;0
5282;0
5283;0
5284;0
5285;0
5286;0
5287;0
5288;0
5289;0
5290;0
5291;0
5292;0
5293;0
5294;0
5295;0
5296;0
5297;0
5298;0
5299;0
5300;0
5301;0
5302;0,0009
5303;0,0018
5304;0,0027
5305;0,0036
5306;0,015783333
5307;0,027966667
5308;0,04015
5309;0,052333333
5310;0,111991667
5311;0,17165
5312;0,231308333
5313;0,290966667
5314;0,339908333
5315;0,38885
5316;0,437791667
5317;0,486733333
5318;0,521816667
5319;0,5569
5320;0,591983333
5321;0,627066667
5322;0,644491667
5323;0,661916667
5324;0,679341667
5325;0,696766667
5326;0,699808333
5327;0,70285
5328;0,705891667
5329;0,708933333
5330;0,697175
5331;0,685416667
5332;0,673658333
5333;0,6619
5334;0,6382
5335;0,6145
5336;0,5908
5337;0,5671
5338;0,522516667
5339;0,477933333
5340;0,43335
5341;0,388766667
5342;0,329316667
5343;0,269866667
5344;0,210416667
5345;0,150966667
5346;0,116816667
5347;0,082666667
5348;0,048516667
5349;0,014366667
5350;0,010775
5351;0,007183333
5352;0,003591667
5353;0
5354;0
5355;0
5356;0
5357;0
5358;0
5359;0
5360;0
5361;0
5362;0
5363;0
5364;0
5365;0
5366;0
5367;0
5368;0
5369;0
5370;0
5371;0
5372;0
5373;0
5374;0
5375;0
5376;0
5377;0
5378;0
5379;0
5380;0
5381;0
5382;0
5383;0
5384;0
5385;0
5386;0
5387;0
5388;0
5389;0
5390;0
5391;0
5392;0
5393;0
5394;0
5395;0
5396;0
5397;0
5398;0,001108333
5399;0,002216667
5400;0,003325
5401;0,004433333
5402;0,016116667
5403;0,0278
5404;0,039483333
5405;0,051166667
5406;0,109825
5407;0,168483333
5408;0,227141667
5409;0,2858
5410;0,339341667
5411;0,392883333
5412;0,446425
5413;0,499966667
5414;0,533791667
5415;0,567616667
5416;0,601441667
5417;0,635266667
5418;0,651108333
5419;0,66695
5420;0,682791667
5421;0,698633333
5422;0,70165
5423;0,704666667
5424;0,707683333
5425;0,7107
5426;0,699833333
5427;0,688966667
5428;0,6781
5429;0,667233333
5430;0,638275
5431;0,609316667
5432;0,580358333
5433;0,5514
5434;0,505633333
5435;0,459866667
5436;0,4141
5437;0,368333333
5438;0,3123
5439;0,256266667
5440;0,200233333
5441;0,1442
5442;0,111525
5443;0,07885
5444;0,046175
5445;0,0135
5446;0,010125
5447;0,00675
5448;0,003375
5449;0
5450;0
5451;0
5452;0
5453;0
5454;0
5455;0
5456;0
5457;0
5458;0
5459;0
5460;0
5461;0
5462;0
5463;0
5464;0
5465;0
5466;0
5467;0
5468;0
5469;0
5470;0
5471;0
5472;0
5473;0
5474;0
5475;0
5476;0
5477;0
5478;0
5479;0
5480;0
5481;0
5482;0
5483;0
5484;0
5485;0
5486;0
5487;0
5488;0
5489;0
5490;0
5491;0
5492;0
5493;0
5494;0,000533333
5495;0,001066667
5496;0,0016
5497;0,002133333
5498;0,015216667
5499;0,0283
5500;0,041383333
5501;0,054466667
5502;0,110341667
5503;0,166216667
5504;0,222091667
5505;0,277966667
5506;0,329183333
5507;0,3804
5508;0,431616667
5509;0,482833333
5510;0,51625
5511;0,549666667
5512;0,583083333
5513;0,6165
5514;0,633041667
5515;0,649583333
5516;0,666125
5517;0,682666667
5518;0,683966667
5519;0,685266667
5520;0,686566667
5521;0,687866667
5522;0,678516667
5523;0,669166667
5524;0,659816667
5525;0,650466667
5526;0,62465
5527;0,598833333
5528;0,573016667
5529;0,5472
5530;0,50605
5531;0,4649
5532;0,42375
5533;0,3826
5534;0,324266667
5535;0,265933333
5536;0,2076
5537;0,149266667
5538;0,11535
5539;0,081433333
5540;0,047516667
5541;0,0136
5542;0,0102
5543;0,0068
5544;0,0034
5545;0
5546;0
5547;0
5548;0
5549;0
5550;0
5551;0
5552;0
5553;0
5554;0
5555;0
5556;0
5557;0
5558;0
5559;0
5560;0
5561;0
5562;0
5563;0
5564;0
5565;0
5566;0
5567;0
5568;0
5569;0
5570;0
5571;0
5572;0
5573;0
5574;0
5575;0
5576;0
5577;0
5578;0
5579;0
5580;0
5581;0
5582;0
5583;0
5584;0
5585;0
5586;0
5587;0
5588;0
5589;0
5590;0,000883333
5591;0,001766667
5592;0,00265
5593;0,003533333
5594;0,012233333
5595;0,020933333
5596;0,029633333
5597;0,038333333
5598;0,119716667
5599;0,2011
5600;0,282483333
5601;0,363866667
5602;0,419666667
5603;0,475466667
5604;0,531266667
5605;0,587066667
5606;0,616666667
5607;0,646266667
5608;0,675866667
5609;0,705466667
5610;0,721116667
5611;0,736766667
5612;0,752416667
5613;0,768066667
5614;0,769883333
5615;0,7717
5616;0,773516667
5617;0,775333333
5618;0,764241667
5619;0,75315
5620;0,742058333
5621;0,730966667
5622;0,701666667
5623;0,672366667
5624;0,643066667
5625;0,613766667
5626;0,573183333
5627;0,5326
5628;0,492016667
5629;0,451433333
5630;0,381475
5631;0,311516667
5632;0,241558333
5633;0,1716
5634;0,131625
5635;0,09165
5636;0,051675
5637;0,0117
5638;0,008775
5639;0,00585
5640;0,002925
5641;0
5642;0
5643;0
5644;0
5645;0
5646;0
5647;0
5648;0
5649;0
5650;0
5651;0
5652;0
5653;0
5654;0
5655;0
5656;0
5657;0
5658;0
5659;0
5660;0
5661;0
5662;0
5663;0
5664;0
5665;0
5666;0
5667;0
5668;0
5669;0
5670;0
5671;0
5672;0
5673;0
5674;0
5675;0
5676;0
5677;0
5678;0
5679;0
5680;0
5681;0
5682;0
5683;0
5684;0
5685;0
5686;0,001016667
5687;0,002033333
5688;0,00305
5689;0,004066667
5690;0,013225
5691;0,022383333
5692;0,031541667
5693;0,0407
5694;0,125708333
5695;0,210716667
5696;0,295725
5697;0,380733333
5698;0,427583333
5699;0,474433333
5700;0,521283333
5701;0,568133333
5702;0,6016
5703;0,635066667
5704;0,668533333
5705;0,702
5706;0,717591667
5707;0,733183333
5708;0,748775
5709;0,764366667
5710;0,766408333
5711;0,76845
5712;0,770491667
5713;0,772533333
5714;0,762175
5715;0,751816667
5716;0,741458333
5717;0,7311
5718;0,7022
5719;0,6733
5720;0,6444
5721;0,6155
5722;0,575333333
5723;0,535166667
5724;0,495
5725;0,454833333
5726;0,384741667
5727;0,31465
5728;0,244558333
5729;0,174466667
5730;0,1334
5731;0,092333333
5732;0,051266667
5733;0,0102
5734;0,00765
5735;0,0051
5736;0,00255
5737;0
5738;0
5739;0
5740;0
5741;0
5742;0
5743;0
5744;0
5745;0
5746;0
5747;0
5748;0
5749;0
5750;0
5751;0
5752;0
5753;0
5754;0
5755;0
5756;0
5757;0
5758;0
5759;0
5760;0
5761;0
5762;0
5763;0
5764;0
5765;0
5766;0
5767;0
5768;0
5769;0
5770;0
5771;0
5772;0
5773;0
5774;0
5775;0
5776;0
5777;0
5778;0
5779;0
5780;0
5781;0
5782;0,001033333
5783;0,002066667
5784;0,0031
5785;0,004133333
5786;0,015533333
5787;0,026933333
5788;0,038333333
5789;0,049733333
5790;0,134158333
5791;0,218583333
5792;0,303008333
5793;0,387433333
5794;0,433491667
5795;0,47955
5796;0,525608333
5797;0,571666667
5798;0,60395
5799;0,636233333
5800;0,668516667
5801;0,7008
5802;0,719316667
5803;0,737833333
5804;0,75635
5805;0,774866667
5806;0,77765
5807;0,780433333
5808;0,783216667
5809;0,786
5810;0,773466667
5811;0,760933333
5812;0,7484
5813;0,735866667
5814;0,707683333
5815;0,6795
5816;0,651316667
5817;0,623133333
5818;0,581675
5819;0,540216667
5820;0,498758333
5821;0,4573
5822;0,389116667
5823;0,320933333
5824;0,25275
5825;0,184566667
5826;0,141216667
5827;0,097866667
5828;0,054516667
5829;0,011166667
5830;0,008375
5831;0,005583333
5832;0,002791667
5833;0
5834;0
5835;0
5836;0
5837;0
5838;0
5839;0
5840;0
5841;0
5842;0
5843;0
5844;0
5845;0
5846;0
5847;0
5848;0
5849;0
5850;0
5851;0
5852;0
5853;0
5854;0
5855;0
5856;0
5857;0
5858;0
5859;0
5860;0
5861;0
5862;0
5863;0
5864;0
5865;0
5866;0
5867;0
5868;0
5869;0
5870;0
5871;0
5872;0
5873;0
5874;0
5875;0
5876;0
5877;0
5878;0,001233333
5879;0,002466667
5880;0,0037
5881;0,004933333
5882;0,019166667
5883;0,0334
5884;0,047633333
5885;0,061866667
5886;0,139525
5887;0,217183333
5888;0,294841667
5889;0,3725
5890;0,421375
5891;0,47025
5892;0,519125
5893;0,568
5894;0,602183333
5895;0,636366667
5896;0,67055
5897;0,704733333
5898;0,718783333
5899;0,732833333
5900;0,746883333
5901;0,760933333
5902;0,765141667
5903;0,76935
5904;0,773558333
5905;0,777766667
5906;0,765766667
5907;0,753766667
5908;0,741766667
5909;0,729766667
5910;0,702583333
5911;0,6754
5912;0,648216667
5913;0,621033333
5914;0,578108333
5915;0,535183333
5916;0,492258333
5917;0,449333333
5918;0,387491667
5919;0,32565
5920;0,263808333
5921;0,201966667
5922;0,153941667
5923;0,105916667
5924;0,057891667
5925;0,009866667
5926;0,0074
5927;0,004933333
5928;0,002466667
5929;0
5930;0
5931;0
5932;0
5933;0
5934;0
5935;0
5936;0
5937;0
5938;0
5939;0
5940;0
5941;0
5942;0
5943;0
5944;0
5945;0
5946;0
5947;0
5948;0
5949;0
5950;0
5951;0
5952;0
5953;0
5954;0
5955;0
5956;0
5957;0
5958;0
5959;0
5960;0
5961;0
5962;0
5963;0
5964;0
5965;0
5966;0
5967;0
5968;0
5969;0
5970;0
5971;0
5972;0
5973;0
5974;0,002075
5975;0,00415
5976;0,006225
5977;0,0083
5978;0,02475
5979;0,0412
5980;0,05765
5981;0,0741
5982;0,154116667
5983;0,234133333
5984;0,31415
5985;0,394166667
5986;0,44075
5987;0,487333333
5988;0,533916667
5989;0,5805
5990;0,613375
5991;0,64625
5992;0,679125
5993;0,712
5994;0,727125
5995;0,74225
5996;0,757375
5997;0,7725
5998;0,774975
5999;0,77745
6000;0,779925
6001;0,7824
6002;0,770775
6003;0,75915
6004;0,747525
6005;0,7359
6006;0,709283333
6007;0,682666667
6008;0,65605
6009;0,629433333
6010;0,584633333
6011;0,539833333
6012;0,495033333
6013;0,450233333
6014;0,3884
6015;0,326566667
6016;0,264733333
6017;0,2029
6018;0,15545
6019;0,108
6020;0,06055
6021;0,0131
6022;0,009825
6023;0,00655
6024;0,003275
6025;0
6026;0
6027;0
6028;0
6029;0
6030;0
6031;0
6032;0
6033;0
6034;0
6035;0
6036;0
6037;0
6038;0
6039;0
6040;0
6041;0
6042;0
6043;0
6044;0
6045;0
6046;0
6047;0
6048;0
6049;0
6050;0
6051;0
6052;0
6053;0
6054;0
6055;0
6056;0
6057;0
6058;0
6059;0
6060;0
6061;0
6062;0
6063;0
6064;0
6065;0
6066;0
6067;0
6068;0
6069;0
6070;0,00155
6071;0,0031
6072;0,00465
6073;0,0062
6074;0,024616667
6075;0,043033333
6076;0,06145
6077;0,079866667
6078;0,129066667
6079;0,178266667
6080;0,227466667
6081;0,276666667
6082;0,295083333
6083;0,3135
6084;0,331916667
6085;0,350333333
6086;0,355241667
6087;0,36015
6088;0,365058333
6089;0,369966667
6090;0,451058333
6091;0,53215
6092;0,613241667
6093;0,694333333
6094;0,67885
6095;0,663366667
6096;0,647883333
6097;0,6324
6098;0,5923
6099;0,5522
6100;0,5121
6101;0,472
6102;0,461375
6103;0,45075
6104;0,440125
6105;0,4295
6106;0,413983333
6107;0,398466667
6108;0,38295
6109;0,367433333
6110;0,310983333
6111;0,254533333
6112;0,198083333
6113;0,141633333
6114;0,111275
6115;0,080916667
6116;0,050558333
6117;0,0202
6118;0,01515
6119;0,0101
6120;0,00505
6121;0
6122;0
6123;0
6124;0
6125;0
6126;0
6127;0
6128;0
6129;0
6130;0
6131;0
6132;0
6133;0
6134;0
6135;0
6136;0
6137;0
6138;0
6139;0
6140;0
6141;0
6142;0
6143;0
6144;0
6145;0
6146;0
6147;0
6148;0
6149;0
6150;0
6151;0
6152;0
6153;0
6154;0
6155;0
6156;0
6157;0
6158;0
6159;0
6160;0
6161;0
6162;0
6163;0
6164;0
6165;0
6166;0,002183333
6167;0,004366667
6168;0,00655
6169;0,008733333
6170;0,031841667
6171;0,05495
6172;0,078058333
6173;0,101166667
6174;0,17265
6175;0,244133333
6176;0,315616667
6177;0,3871
6178;0,4402
6179;0,4933
6180;0,5464
6181;0,5995
6182;0,606325
6183;0,61315
6184;0,619975
6185;0,6268
6186;0,598058333
6187;0,569316667
6188;0,540575
6189;0,511833333
6190;0,523616667
6191;0,5354
6192;0,547183333
6193;0,558966667
6194;0,607391667
6195;0,655816667
6196;0,704241667
6197;0,752666667
6198;0,7299
6199;0,707133333
6200;0,684366667
6201;0,6616
6202;0,617433333
6203;0,573266667
6204;0,5291
6205;0,484933333
6206;0,420608333
6207;0,356283333
6208;0,291958333
6209;0,227633333
6210;0,173875
6211;0,120116667
6212;0,066358333
6213;0,0126
6214;0,00945
6215;0,0063
6216;0,00315
6217;0
6218;0
6219;0
6220;0
6221;0
6222;0
6223;0
6224;0
6225;0
6226;0
6227;0
6228;0
6229;0
6230;0
6231;0
6232;0
6233;0
6234;0
6235;0
6236;0
6237;0
6238;0
6239;0
6240;0
6241;0
6242;0
6243;0
6244;0
6245;0
6246;0
6247;0
6248;0
6249;0
6250;0
6251;0
6252;0
6253;0
6254;0
6255;0
6256;0
6257;0
6258;0
6259;0
6260;0
6261;0
6262;0,001808333
6263;0,003616667
6264;0,005425
6265;0,007233333
6266;0,031191667
6267;0,05515
6268;0,079108333
6269;0,103066667
6270;0,182375
6271;0,261683333
6272;0,340991667
6273;0,4203
6274;0,467283333
6275;0,514266667
6276;0,56125
6277;0,608233333
6278;0,641
6279;0,673766667
6280;0,706533333
6281;0,7393
6282;0,759033333
6283;0,778766667
6284;0,7985
6285;0,818233333
6286;0,81855
6287;0,818866667
6288;0,819183333
6289;0,8195
6290;0,807366667
6291;0,795233333
6292;0,7831
6293;0,770966667
6294;0,743441667
6295;0,715916667
6296;0,688391667
6297;0,660866667
6298;0,616683333
6299;0,5725
6300;0,528316667
6301;0,484133333
6302;0,407458333
6303;0,330783333
6304;0,254108333
6305;0,177433333
6306;0,137516667
6307;0,0976
6308;0,057683333
6309;0,017766667
6310;0,013325
6311;0,008883333
6312;0,004441667
6313;0
6314;0
6315;0
6316;0
6317;0
6318;0
6319;0
6320;0
6321;0
6322;0
6323;0
6324;0
6325;0
6326;0
6327;0
6328;0
6329;0
6330;0
6331;0
6332;0
6333;0
6334;0
6335;0
6336;0
6337;0
6338;0
6339;0
6340;0
6341;0
6342;0
6343;0
6344;0
6345;0
6346;0
6347;0
6348;0
6349;0
6350;0
6351;0
6352;0
6353;0
6354;0
6355;0
6356;0
6357;0
6358;0,00325
6359;0,0065
6360;0,00975
6361;0,013
6362;0,023691667
6363;0,034383333
6364;0,045075
6365;0,055766667
6366;0,071625
6367;0,087483333
6368;0,103341667
6369;0,1192
6370;0,190566667
6371;0,261933333
6372;0,3333
6373;0,404666667
6374;0,438341667
6375;0,472016667
6376;0,505691667
6377;0,539366667
6378;0,520375
6379;0,501383333
6380;0,482391667
6381;0,4634
6382;0,471891667
6383;0,480383333
6384;0,488875
6385;0,497366667
6386;0,531083333
6387;0,5648
6388;0,598516667
6389;0,632233333
6390;0,582075
6391;0,531916667
6392;0,481758333
6393;0,4316
6394;0,413591667
6395;0,395583333
6396;0,377575
6397;0,359566667
6398;0,296775
6399;0,233983333
6400;0,171191667
6401;0,1084
6402;0,085225
6403;0,06205
6404;0,038875
6405;0,0157
6406;0,011775
6407;0,00785
6408;0,003925
6409;0
6410;0
6411;0
6412;0
6413;0
6414;0
6415;0
6416;0
6417;0
6418;0
6419;0
6420;0
6421;0
6422;0
6423;0
6424;0
6425;0
6426;0
6427;0
6428;0
6429;0
6430;0
6431;0
6432;0
6433;0
6434;0
6435;0
6436;0
6437;0
6438;0
6439;0
6440;0
6441;0
6442;0
6443;0
6444;0
6445;0
6446;0
6447;0
6448;0
6449;0
6450;0
6451;0
6452;0
6453;0
6454;0,000433333
6455;0,000866667
6456;0,0013
6457;0,001733333
6458;0,008533333
6459;0,015333333
6460;0,022133333
6461;0,028933333
6462;0,04395
6463;0,058966667
6464;0,073983333
6465;0,089
6466;0,09215
6467;0,0953
6468;0,09845
6469;0,1016
6470;0,1076
6471;0,1136
6472;0,1196
