;#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lot1;Lot1;Lot1;Lot1;Lot1;Lot1;Lot1;Lot2;Lot2;Lot2;Lot2;Lot2;Lot2;Lot2;Lot3;Lot3;Lot3;Lot3;Lot3;Lot3;Lot3;Lot4;Lot4;Lot4;Lot4;Lot4;Lot4;Lot4;Lot5;Lot5;Lot5;Lot5;Lot5;Lot5;Lot5;Lot6;Lot6;Lot6;Lot6;Lot6;Lot6;Lot6;Lot7;Lot7;Lot7;Lot7;Lot7;Lot7;Lot7;Lot8;Lot8;Lot8;Lot8;Lot8;Lot8;Lot8
;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging;arrival;departure;available;capacity;initial;end;max_charging
24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1;;1;30;0.216;0.502;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;;;1;30;;0.502;22;;;;;;;;;;;;;;;;;;;;;;1;;1;25;0.097;0.337;22;;;;;;;;;;;;;;;;;;;;;
28;;;1;30;;0.502;22;;;;;;;;;;;;;;;1;;1;35;0.492;0.607;22;;;1;25;;0.337;22;;;;;;;;1;;1;25;0.052;0.36;22;1;;1;40;0.156;0.789;22
29;;;1;30;;0.502;22;;;;;;;;;;;;;;;;;1;35;;0.607;22;;;1;25;;0.337;22;;;;;;;;;;1;25;;0.36;22;;;1;40;;0.789;22
30;;;1;30;;0.502;22;1;;1;25;0.26;0.95;22;1;;1;25;0.712;0.864;22;;;1;35;;0.607;22;;;1;25;;0.337;22;;;;;;;;;;1;25;;0.36;22;;;1;40;;0.789;22
31;;;1;30;;0.502;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;25;;0.337;22;;;;;;;;;;1;25;;0.36;22;;;1;40;;0.789;22
32;;1;1;30;;0.502;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;25;;0.337;22;;;;;;;;;;1;25;;0.36;22;;;1;40;;0.789;22
33;;;;;;;;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;1;1;25;;0.337;22;1;;1;25;0.004;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
34;;;;;;;;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;1;;1;55;0.086;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
35;1;;1;45;0.266;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
36;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
37;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
38;;;1;45;;0.746;22;;1;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
39;;;1;45;;0.746;22;1;;1;25;0.634;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
40;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;1;25;;0.796;22;;;1;25;;0.36;22;;;1;40;;0.789;22
41;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;1;1;25;;0.796;22;;;1;25;;0.36;22;;1;1;40;;0.789;22
42;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;;;;;;;;1;25;;0.36;22;;;;;;;
43;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;;;;;;;;1;25;;0.36;22;;;;;;;
44;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;35;;0.607;22;;;1;55;;0.277;22;;;;;;;;;;1;25;;0.36;22;;;;;;;
45;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;1;1;35;;0.607;22;;;1;55;;0.277;22;1;;1;35;0.118;0.95;22;;;1;25;;0.36;22;;;;;;;
46;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;;1;55;;0.277;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
47;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;;1;55;;0.277;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
48;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;;1;55;;0.277;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
49;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;;1;55;;0.277;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
50;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;1;1;55;;0.277;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
51;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;;;;;;;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
52;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;;;;;;;;;;;;;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
53;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;1;;1;40;0.426;0.734;22;1;;1;30;0.197;0.41;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
54;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
55;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;;1;25;;0.36;22;;;;;;;
56;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;1;1;25;;0.36;22;;;;;;;
57;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;;;;;;;;;;;;;
58;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;;;;;;;;;;;;;
59;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;;;;;;;;;;;;;
60;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;35;;0.95;22;;;;;;;;1;;1;30;0.267;0.453;22
61;;;1;45;;0.746;22;;;1;25;;0.95;22;;;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;1;1;35;;0.95;22;;;;;;;;;;1;30;;0.453;22
62;;;1;45;;0.746;22;;;1;25;;0.95;22;;1;1;25;;0.864;22;;;1;40;;0.734;22;;;1;30;;0.41;22;;;;;;;;;;;;;;;;;1;30;;0.453;22
63;;;1;45;;0.746;22;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;;;;;;;;;;;;;;;;;1;30;;0.453;22
64;;;1;45;;0.746;22;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;;;;;;;;;;;;;;;;;1;30;;0.453;22
65;;;1;45;;0.746;22;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;1;;1;40;0.041;0.159;22;;;;;;;;;;1;30;;0.453;22
66;;;1;45;;0.746;22;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;40;;0.159;22;;;;;;;;;1;1;30;;0.453;22
67;;1;1;45;;0.746;22;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;40;;0.159;22;;;;;;;;;;;;;;
68;;;;;;;;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;40;;0.159;22;;;;;;;;;;;;;;
69;;;;;;;;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;1;30;;0.41;22;;;1;40;;0.159;22;;;;;;;;;;;;;;
70;;;;;;;;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;1;1;30;;0.41;22;;;1;40;;0.159;22;;;;;;;;;;;;;;
71;;;;;;;;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
72;;;;;;;;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
73;;;;;;;;;;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;1;;1;55;0.652;0.863;22
74;;;;;;;;;1;1;25;;0.95;22;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
75;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
76;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
77;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
78;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
79;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
80;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
81;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
82;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;1;55;;0.863;22
83;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;1;1;55;;0.863;22
84;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
85;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
86;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
87;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
88;;;;;;;;;;;;;;;;;;;;;;;1;1;40;;0.734;22;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;0.159;22;;;;;;;;;;;;;;
94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;40;;0.159;22;;;;;;;;;;;;;;
95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;;;;;;;;;;;;;;;1;;1;65;0.353;0.582;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;;;;;;;;;;;;;;;;;1;65;;0.582;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;;;;;;;;;;;;;;;;;1;65;;0.582;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;;;;;;;;;;;;;;;;;1;65;;0.582;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;;;;;;;;;;;;;;;;;1;65;;0.582;22;;;;;;;;;;;;;;;1;;1;30;0.237;0.284;22;;;;;;;;;;;;;;
123;;;;;;;;;;;;;;;;;1;65;;0.582;22;;;;;;;;;;;;;;;;;1;30;;0.284;22;;;;;;;;;;;;;;
124;;;;;;;;1;;1;35;0.396;0.447;22;;;1;65;;0.582;22;;;;;;;;;;;;;;;;;1;30;;0.284;22;;;;;;;;;;;;;;
125;;;;;;;;;;1;35;;0.447;22;;;1;65;;0.582;22;1;;1;55;0.336;0.865;22;;;;;;;;;;1;30;;0.284;22;;;;;;;;;;;;;;
126;;;;;;;;;;1;35;;0.447;22;;1;1;65;;0.582;22;;;1;55;;0.865;22;1;;1;35;0.241;0.918;22;;;1;30;;0.284;22;;;;;;;;1;;1;55;0.207;0.341;22
127;1;;1;120;0.0;0.95;22;;;1;35;;0.447;22;1;;1;30;0.041;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;;;;;;;;1;55;;0.341;22
128;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;;;;;;;;1;55;;0.341;22
129;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;1;;1;25;0.102;0.894;22;;;1;55;;0.341;22
130;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
131;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
132;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
133;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
134;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
135;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
136;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
137;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;1;1;55;;0.865;22;;;1;35;;0.918;22;;;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
138;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;;;;;;;;1;35;;0.918;22;;1;1;30;;0.284;22;;;1;25;;0.894;22;;;1;55;;0.341;22
139;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;;;;;;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
140;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;;;;;;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
141;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;;;;;;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
142;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;;;;;;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
143;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;1;;1;45;0.041;0.95;22;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
144;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
145;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
146;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
147;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
148;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;;;;;;;;1;25;;0.894;22;;;1;55;;0.341;22
149;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;1;;1;55;0.8;0.95;22;;;1;25;;0.894;22;;;1;55;;0.341;22
150;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;55;;0.341;22
151;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;55;;0.341;22
152;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;55;;0.341;22
153;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;55;;0.341;22
154;;;1;120;;0.95;22;;;1;35;;0.447;22;;;1;30;;0.95;22;;;1;45;;0.95;22;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;1;1;55;;0.341;22
155;;;1;120;;0.95;22;;;1;35;;0.447;22;;1;1;30;;0.95;22;;1;1;45;;0.95;22;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;;;;;
156;;;1;120;;0.95;22;;;1;35;;0.447;22;;;;;;;;;;;;;;;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;1;;1;50;0.8;0.931;22
157;;;1;120;;0.95;22;;;1;35;;0.447;22;;;;;;;;;;;;;;;;;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;50;;0.931;22
158;;;1;120;;0.95;22;;;1;35;;0.447;22;;;;;;;;;;;;;;;;1;1;35;;0.918;22;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;50;;0.931;22
159;;;1;120;;0.95;22;;1;1;35;;0.447;22;;;;;;;;;;;;;;;;;;;;;;;;1;55;;0.95;22;;;1;25;;0.894;22;;;1;50;;0.931;22
